classification,visual_type,attribute_key,theme_style_variants,theme_values,theme_pointers,catalog_count,catalog_style_variants,catalog_dominant_value,catalog_sample_value,catalog_sample_source,match_status
only_in_theme,clusteredBarChart,xAxisReferenceLine.position,*,back,/visualStyles/clusteredBarChart/*/xAxisReferenceLine/0/position,0,,,,,n/a
only_in_theme,clusteredBarChart,xAxisReferenceLine.shadeColor.solid.color,*,#000000,/visualStyles/clusteredBarChart/*/xAxisReferenceLine/0/shadeColor/solid/color,0,,,,,n/a
only_in_theme,clusteredBarChart,xAxisReferenceLine.shadeRegion,*,none,/visualStyles/clusteredBarChart/*/xAxisReferenceLine/0/shadeRegion,0,,,,,n/a
only_in_theme,clusteredBarChart,xAxisReferenceLine.shadeTransparency,*,0,/visualStyles/clusteredBarChart/*/xAxisReferenceLine/0/shadeTransparency,0,,,,,n/a
only_in_theme,clusteredBarChart,xAxisReferenceLine.show,*,false,/visualStyles/clusteredBarChart/*/xAxisReferenceLine/0/show,0,,,,,n/a
only_in_theme,clusteredBarChart,xAxisReferenceLine.style,*,solid,/visualStyles/clusteredBarChart/*/xAxisReferenceLine/0/style,0,,,,,n/a
only_in_theme,clusteredBarChart,xAxisReferenceLine.transparency,*,0,/visualStyles/clusteredBarChart/*/xAxisReferenceLine/0/transparency,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.$id,*,0,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/$id,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.dataLabelColor.solid.color,*,#605E5C,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/dataLabelColor/solid/color,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.dataLabelDecimalPoints,*,2,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/dataLabelDecimalPoints,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.dataLabelDisplayUnits,*,0,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/dataLabelDisplayUnits,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.dataLabelHorizontalPosition,*,left,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/dataLabelHorizontalPosition,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.dataLabelShow,*,false,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/dataLabelShow,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.dataLabelText,*,Value,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/dataLabelText,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.dataLabelVerticalPosition,*,above,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/dataLabelVerticalPosition,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.lineColor.solid.color,*,#605E5C,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/lineColor/solid/color,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.position,*,back,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/position,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.shadeColor.solid.color,*,#000000,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/shadeColor/solid/color,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.shadeRegion,*,none,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/shadeRegion,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.shadeTransparency,*,0,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/shadeTransparency,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.show,*,false,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/show,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.style,*,solid,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/style,0,,,,,n/a
only_in_theme,clusteredBarChart,y1AxisReferenceLine.transparency,*,0,/visualStyles/clusteredBarChart/*/y1AxisReferenceLine/0/transparency,0,,,,,n/a
only_in_theme,clusteredColumnChart,background.show,*,false,/visualStyles/clusteredColumnChart/*/background/0/show,0,,,,,n/a
only_in_theme,clusteredColumnChart,border.show,*,false,/visualStyles/clusteredColumnChart/*/border/0/show,0,,,,,n/a
in_both,clusteredColumnChart,categoryAxis.fontFamily,*,Segoe UI,/visualStyles/clusteredColumnChart/*/categoryAxis/0/fontFamily,4,Style 1;Style 2;Style 3,Calibri,Calibri,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,mismatch
in_both,clusteredColumnChart,categoryAxis.fontSize,*,12,/visualStyles/clusteredColumnChart/*/categoryAxis/0/fontSize,4,Style 1;Style 2;Style 3,14,14,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,aligned
only_in_scans,clusteredColumnChart,categoryAxis.innerPadding,,,,2,Style 1,15,15,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,n/a
in_both,clusteredColumnChart,categoryAxis.labelColor.solid.color,*,#4B4C4A,/visualStyles/clusteredColumnChart/*/categoryAxis/0/labelColor/solid/color,3,Style 1;Style 3,#4B4C4A,#4B4C4A,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,aligned
only_in_theme,clusteredColumnChart,categoryAxis.labelDisplayUnits,*,1,/visualStyles/clusteredColumnChart/*/categoryAxis/0/labelDisplayUnits,0,,,,,n/a
only_in_theme,clusteredColumnChart,categoryAxis.labelPrecision,*,0,/visualStyles/clusteredColumnChart/*/categoryAxis/0/labelPrecision,0,,,,,n/a
only_in_scans,clusteredColumnChart,categoryAxis.maxMarginFactor,,,,2,Style 1,35,35,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,n/a
only_in_scans,clusteredColumnChart,categoryAxis.preferredCategoryWidth,,,,2,Style 1,40,40,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,n/a
in_both,clusteredColumnChart,categoryAxis.show,*,true,/visualStyles/clusteredColumnChart/*/categoryAxis/0/show,1,Style 3,true,true,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json,aligned
in_both,clusteredColumnChart,categoryAxis.showAxisTitle,*,false,/visualStyles/clusteredColumnChart/*/categoryAxis/0/showAxisTitle,4,Style 1;Style 2;Style 3,false,false,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,aligned
only_in_theme,clusteredColumnChart,dataPoint.fill.solid.color,*,#0C2340,/visualStyles/clusteredColumnChart/*/dataPoint/0/fill/solid/color,0,,,,,n/a
only_in_theme,clusteredColumnChart,dataPoint.fillTransparency,*,20,/visualStyles/clusteredColumnChart/*/dataPoint/0/fillTransparency,0,,,,,n/a
only_in_theme,clusteredColumnChart,dropShadow.show,*,false,/visualStyles/clusteredColumnChart/*/dropShadow/0/show,0,,,,,n/a
only_in_theme,clusteredColumnChart,error.enabled,*,false,/visualStyles/clusteredColumnChart/*/error/0/enabled,0,,,,,n/a
in_both,clusteredColumnChart,labels.color.solid.color,*,#4B4C4A,/visualStyles/clusteredColumnChart/*/labels/0/color/solid/color,4,Style 1;Style 2;Style 3,#4B4C4A,#4B4C4A,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,aligned
in_both,clusteredColumnChart,labels.fontFamily,*,Segoe UI Semibold,/visualStyles/clusteredColumnChart/*/labels/0/fontFamily,4,Style 1;Style 2;Style 3,Calibri,Calibri,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,mismatch
in_both,clusteredColumnChart,labels.fontSize,*,12,/visualStyles/clusteredColumnChart/*/labels/0/fontSize,4,Style 1;Style 2;Style 3,12,12,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,aligned
only_in_theme,clusteredColumnChart,labels.labelDisplayUnits,*,1,/visualStyles/clusteredColumnChart/*/labels/0/labelDisplayUnits,0,,,,,n/a
in_both,clusteredColumnChart,labels.labelPosition,*,OutsideEnd,/visualStyles/clusteredColumnChart/*/labels/0/labelPosition,4,Style 1;Style 2;Style 3,OutsideEnd,OutsideEnd,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,aligned
in_both,clusteredColumnChart,labels.labelPrecision,*,0,/visualStyles/clusteredColumnChart/*/labels/0/labelPrecision,4,Style 1;Style 2;Style 3,1,1,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,mismatch
in_both,clusteredColumnChart,labels.show,*,true,/visualStyles/clusteredColumnChart/*/labels/0/show,4,Style 1;Style 2;Style 3,true,true,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,aligned
only_in_scans,clusteredColumnChart,"labels[data=[{'scopeId': {'Comparison': {'ComparisonKind': 0, 'Left': {'Column': {'Expression': {'SourceRef': {'Entity': 'AP Checks'}}, 'Property': 'Account Lvl1'}}, 'Right': {'Literal': {'Value': ""'Non-Expense'""}}}}}]].labelDisplayUnits",,,,1,Style 2,1000,1000,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json,n/a
only_in_theme,clusteredColumnChart,layout.seriesOrderSorted,*,true,/visualStyles/clusteredColumnChart/*/layout/0/seriesOrderSorted,0,,,,,n/a
only_in_scans,clusteredColumnChart,legend.fontFamily,,,,2,Style 2;Style 3,Calibri,Calibri,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json,n/a
only_in_scans,clusteredColumnChart,legend.fontSize,,,,2,Style 2;Style 3,12,12,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json,n/a
only_in_scans,clusteredColumnChart,legend.position,,,,2,Style 2;Style 3,TopCenter,TopCenter,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json,n/a
in_both,clusteredColumnChart,legend.show,*,false,/visualStyles/clusteredColumnChart/*/legend/0/show,2,Style 2;Style 3,true,true,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json,mismatch
only_in_scans,clusteredColumnChart,legend.showTitle,,,,2,Style 2;Style 3,false,false,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json,n/a
only_in_theme,clusteredColumnChart,padding.bottom,*,5,/visualStyles/clusteredColumnChart/*/padding/0/bottom,0,,,,,n/a
only_in_theme,clusteredColumnChart,padding.left,*,5,/visualStyles/clusteredColumnChart/*/padding/0/left,0,,,,,n/a
only_in_theme,clusteredColumnChart,padding.right,*,5,/visualStyles/clusteredColumnChart/*/padding/0/right,0,,,,,n/a
only_in_theme,clusteredColumnChart,padding.top,*,0,/visualStyles/clusteredColumnChart/*/padding/0/top,0,,,,,n/a
only_in_theme,clusteredColumnChart,subTitle.fontColor.solid.color,*,#2E2E2E,/visualStyles/clusteredColumnChart/*/subTitle/0/fontColor/solid/color,0,,,,,n/a
only_in_theme,clusteredColumnChart,subTitle.fontSize,*,16,/visualStyles/clusteredColumnChart/*/subTitle/0/fontSize,0,,,,,n/a
only_in_theme,clusteredColumnChart,subTitle.show,*,true,/visualStyles/clusteredColumnChart/*/subTitle/0/show,0,,,,,n/a
only_in_theme,clusteredColumnChart,title.fontColor.solid.color,*,#007BA8,/visualStyles/clusteredColumnChart/*/title/0/fontColor/solid/color,0,,,,,n/a
only_in_theme,clusteredColumnChart,title.fontFamily,*,Segoe UI Semibold,/visualStyles/clusteredColumnChart/*/title/0/fontFamily,0,,,,,n/a
only_in_theme,clusteredColumnChart,title.fontSize,*,20,/visualStyles/clusteredColumnChart/*/title/0/fontSize,0,,,,,n/a
only_in_theme,clusteredColumnChart,title.show,*,true,/visualStyles/clusteredColumnChart/*/title/0/show,0,,,,,n/a
only_in_theme,clusteredColumnChart,trend.show,*,false,/visualStyles/clusteredColumnChart/*/trend/0/show,0,,,,,n/a
in_both,clusteredColumnChart,valueAxis.show,*,false,/visualStyles/clusteredColumnChart/*/valueAxis/0/show,4,Style 1;Style 2;Style 3,false,false,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,aligned
only_in_scans,clusteredColumnChart,valueAxis.showAxisTitle,,,,4,Style 1;Style 2;Style 3,false,false,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/46ac09d20b0a1a2ad983/visual.json,n/a
only_in_theme,clusteredColumnChart,visualHeader.show,*,true,/visualStyles/clusteredColumnChart/*/visualHeader/0/show,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.$id,*,0,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/$id,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.dataLabelColor.solid.color,*,#605E5C,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/dataLabelColor/solid/color,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.dataLabelDecimalPoints,*,2,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/dataLabelDecimalPoints,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.dataLabelDisplayUnits,*,0,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/dataLabelDisplayUnits,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.dataLabelHorizontalPosition,*,left,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/dataLabelHorizontalPosition,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.dataLabelShow,*,false,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/dataLabelShow,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.dataLabelText,*,Value,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/dataLabelText,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.dataLabelVerticalPosition,*,above,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/dataLabelVerticalPosition,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.lineColor.solid.color,*,#605E5C,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/lineColor/solid/color,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.position,*,back,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/position,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.shadeColor.solid.color,*,#000000,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/shadeColor/solid/color,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.shadeRegion,*,none,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/shadeRegion,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.shadeTransparency,*,0,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/shadeTransparency,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.show,*,false,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/show,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.style,*,solid,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/style,0,,,,,n/a
only_in_theme,clusteredColumnChart,xAxisReferenceLine.transparency,*,0,/visualStyles/clusteredColumnChart/*/xAxisReferenceLine/0/transparency,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.$id,*,0,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/$id,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.dataLabelColor.solid.color,*,#605E5C,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/dataLabelColor/solid/color,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.dataLabelDecimalPoints,*,2,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/dataLabelDecimalPoints,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.dataLabelDisplayUnits,*,0,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/dataLabelDisplayUnits,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.dataLabelHorizontalPosition,*,left,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/dataLabelHorizontalPosition,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.dataLabelShow,*,false,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/dataLabelShow,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.dataLabelText,*,Value,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/dataLabelText,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.dataLabelVerticalPosition,*,above,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/dataLabelVerticalPosition,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.lineColor.solid.color,*,#605E5C,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/lineColor/solid/color,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.position,*,back,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/position,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.shadeColor.solid.color,*,#000000,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/shadeColor/solid/color,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.shadeRegion,*,none,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/shadeRegion,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.shadeTransparency,*,0,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/shadeTransparency,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.show,*,false,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/show,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.style,*,solid,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/style,0,,,,,n/a
only_in_theme,clusteredColumnChart,y1AxisReferenceLine.transparency,*,0,/visualStyles/clusteredColumnChart/*/y1AxisReferenceLine/0/transparency,0,,,,,n/a
only_in_theme,donutChart,background.color.solid.color,*,#FFFFFF,/visualStyles/donutChart/*/background/0/color/solid/color,0,,,,,n/a
only_in_theme,donutChart,background.show,*,false,/visualStyles/donutChart/*/background/0/show,0,,,,,n/a
only_in_theme,donutChart,background.transparency,*,0,/visualStyles/donutChart/*/background/0/transparency,0,,,,,n/a
only_in_theme,donutChart,border.color.solid.color,*,#FFFFFF,/visualStyles/donutChart/*/border/0/color/solid/color,0,,,,,n/a
only_in_theme,donutChart,border.radius,*,0,/visualStyles/donutChart/*/border/0/radius,0,,,,,n/a
only_in_theme,donutChart,border.show,*,false,/visualStyles/donutChart/*/border/0/show,0,,,,,n/a
only_in_theme,donutChart,general.keepLayerOrder,*,true,/visualStyles/donutChart/*/general/0/keepLayerOrder,0,,,,,n/a
only_in_theme,donutChart,general.responsive,*,true,/visualStyles/donutChart/*/general/0/responsive,0,,,,,n/a
only_in_theme,donutChart,labels.color.solid.color,*,#0C2340,/visualStyles/donutChart/*/labels/0/color/solid/color,0,,,,,n/a
only_in_theme,donutChart,labels.fontFamily,*,Segoe UI Semibold,/visualStyles/donutChart/*/labels/0/fontFamily,0,,,,,n/a
only_in_theme,donutChart,labels.fontSize,*,10,/visualStyles/donutChart/*/labels/0/fontSize,0,,,,,n/a
only_in_theme,donutChart,labels.labelDisplayUnits,*,0,/visualStyles/donutChart/*/labels/0/labelDisplayUnits,0,,,,,n/a
only_in_theme,donutChart,labels.labelPrecision,*,0,/visualStyles/donutChart/*/labels/0/labelPrecision,0,,,,,n/a
only_in_theme,donutChart,labels.labelStyle,*,"Category, data value, percent of total",/visualStyles/donutChart/*/labels/0/labelStyle,0,,,,,n/a
only_in_theme,donutChart,labels.position,*,outside,/visualStyles/donutChart/*/labels/0/position,0,,,,,n/a
only_in_theme,donutChart,labels.show,*,true,/visualStyles/donutChart/*/labels/0/show,0,,,,,n/a
only_in_theme,donutChart,legend.fontFamily,*,Segoe UI Semibold,/visualStyles/donutChart/*/legend/0/fontFamily,0,,,,,n/a
only_in_theme,donutChart,legend.fontSize,*,12,/visualStyles/donutChart/*/legend/0/fontSize,0,,,,,n/a
only_in_theme,donutChart,legend.labelColor.solid.color,*,#01B8AA,/visualStyles/donutChart/*/legend/0/labelColor/solid/color,0,,,,,n/a
only_in_theme,donutChart,legend.position,*,Top,/visualStyles/donutChart/*/legend/0/position,0,,,,,n/a
only_in_theme,donutChart,legend.show,*,false,/visualStyles/donutChart/*/legend/0/show,0,,,,,n/a
only_in_theme,donutChart,legend.showTitle,*,false,/visualStyles/donutChart/*/legend/0/showTitle,0,,,,,n/a
only_in_theme,donutChart,legend.titleText,*,,/visualStyles/donutChart/*/legend/0/titleText,0,,,,,n/a
only_in_theme,donutChart,slices.innerRadiusRatio,*,70,/visualStyles/donutChart/*/slices/0/innerRadiusRatio,0,,,,,n/a
only_in_theme,donutChart,title.alignment,*,left,/visualStyles/donutChart/*/title/0/alignment,0,,,,,n/a
only_in_theme,donutChart,title.fontColor.solid.color,*,#007BA8,/visualStyles/donutChart/*/title/0/fontColor/solid/color,0,,,,,n/a
only_in_theme,donutChart,title.fontFamily,*,Segoe UI Semibold,/visualStyles/donutChart/*/title/0/fontFamily,0,,,,,n/a
only_in_theme,donutChart,title.fontSize,*,20,/visualStyles/donutChart/*/title/0/fontSize,0,,,,,n/a
only_in_theme,donutChart,title.show,*,true,/visualStyles/donutChart/*/title/0/show,0,,,,,n/a
only_in_scans,image,imageScaling.imageScalingType,,,,7,Style 1,Normal,Normal,3.Sample Files/Spend Cube.Report/definition/pages/02604e232e37ce8027cd/visuals/39f30bda89ed23307ac0/visual.json,n/a
only_in_scans,lineChart,categoryAxis.axisType,,,,1,Style 1,Categorical,Categorical,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,categoryAxis.fontFamily,,,,1,Style 1,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif","''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,categoryAxis.fontSize,,,,1,Style 1,12,12,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,categoryAxis.labelColor.solid.color,,,,1,Style 1,#4B4C4A,#4B4C4A,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,categoryAxis.maxMarginFactor,,,,1,Style 1,35,35,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,categoryAxis.preferredCategoryWidth,,,,1,Style 1,40,40,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,categoryAxis.show,,,,1,Style 1,true,true,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,categoryAxis.showAxisTitle,,,,1,Style 1,false,false,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,labels.color.solid.color,,,,1,Style 1,#4B4C4A,#4B4C4A,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,labels.fontFamily,,,,1,Style 1,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif","''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,labels.fontSize,,,,1,Style 1,12,12,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,labels.labelPrecision,,,,1,Style 1,1,1,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,labels.show,,,,1,Style 1,true,true,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,legend.position,,,,1,Style 1,LeftCenter,LeftCenter,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,legend.showTitle,,,,1,Style 1,false,false,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,lineStyles.markerSize,,,,1,Style 1,4,4,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,lineStyles.showMarker,,,,1,Style 1,true,true,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,valueAxis.show,,,,1,Style 1,false,false,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,lineChart,valueAxis.showAxisTitle,,,,1,Style 1,false,false,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json,n/a
only_in_scans,pivotTable,background.show,,,,6,Style 1;Style 2;Style 3;Style 4;Style 5;Style 6,false,false,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/4e4504de597ec3a11d4a/visual.json,n/a
