report_path,page_id,visual_id,visual_type,style_variant,property_path,property_name,property_value,value_type,source_file
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,columnHeaders.alignment,alignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=2,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,columnHeaders.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,columnHeaders.fontSize,fontSize,14,integer,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,columnHeaders.titleAlignment,titleAlignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,grid.gridHorizontalColor.solid.color,color,#D5D5D4,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,rowHeaders.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,rowHeaders.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,rowHeaders.showExpandCollapseButtons,showExpandCollapseButtons,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,stylePreset.name,name,None,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,subTotals[id=Row].applyToHeaders,applyToHeaders,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,subTotals[id=Row].backColor.solid.color,color,"ThemeDataColor(ColorId=5,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,title.fontColor.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,values.fontColorPrimary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,values.fontColorSecondary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,values.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,91df5e4b466836c60284,pivotTable,Style 6,values.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/91df5e4b466836c60284/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,9d394c236c50c6b89a64,image,Style 1,imageScaling.imageScalingType,imageScalingType,Normal,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/9d394c236c50c6b89a64/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,categoryAxis.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,categoryAxis.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,categoryAxis.labelColor.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,categoryAxis.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,categoryAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,labels.color.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,labels.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,labels.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,labels.labelPosition,labelPosition,Under,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,labels.labelPrecision,labelPrecision,1,integer,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,labels.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,legend.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,legend.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,legend.position,position,TopCenter,string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,legend.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,legend.showTitle,showTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,valueAxis.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ae9ccbfdcd1ebcebc0ea,clusteredColumnChart,Style 3,valueAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ae9ccbfdcd1ebcebc0ea/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,b453ba1454e83b5020fd,shape,Style 3,fill.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/b453ba1454e83b5020fd/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,b514abb1a09957d21bc7,shape,Style 2,fill[id=default].fillColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/b514abb1a09957d21bc7/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,b83e9d8dda6ea823c13e,textbox,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/b83e9d8dda6ea823c13e/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,ba7e78775e62e14a47bf,textbox,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/ba7e78775e62e14a47bf/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,c21847e6070bdce7490a,actionButton,Style 1,icon.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/c21847e6070bdce7490a/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,c3deb67142561eae9526,textbox,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/c3deb67142561eae9526/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,eaadbc9d83a174593895,textbox,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/eaadbc9d83a174593895/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,fbe8c9a2ae94d176e95d,shape,Style 1,fill.fillColor.solid.color,color,"ThemeDataColor(ColorId=6,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/fbe8c9a2ae94d176e95d/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,fbe8c9a2ae94d176e95d,shape,Style 1,fill.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/fbe8c9a2ae94d176e95d/visual.json
/3.Sample Files/Spend Cube.Report,1374d8c3ba887ae4c02c,fbe8c9a2ae94d176e95d,shape,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1374d8c3ba887ae4c02c/visuals/fbe8c9a2ae94d176e95d/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,columnHeaders.alignment,alignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=2,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,columnHeaders.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,columnHeaders.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,columnHeaders.titleAlignment,titleAlignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,grid.gridHorizontalColor.solid.color,color,#D5D5D4,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,rowHeaders.alignment,alignment,Left,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,rowHeaders.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,rowHeaders.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,stylePreset.name,name,None,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,title.fontColor.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,values.fontColorPrimary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,values.fontColorSecondary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,values.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,018bde61dba48e2ce72e,pivotTable,Style 1,values.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/018bde61dba48e2ce72e/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,136a3115a35ab8bb6e14,shape,Style 2,fill[id=default].fillColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/136a3115a35ab8bb6e14/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,1561d53f75939235f5d9,textbox,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/1561d53f75939235f5d9/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,columnHeaders.alignment,alignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=2,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,columnHeaders.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,columnHeaders.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,columnHeaders.titleAlignment,titleAlignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,grid.gridHorizontalColor.solid.color,color,#D5D5D4,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,rowHeaders.showExpandCollapseButtons,showExpandCollapseButtons,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,stylePreset.name,name,None,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,subTotals[id=Column].applyToHeaders,applyToHeaders,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,subTotals[id=Column].backColor.solid.color,color,"ThemeDataColor(ColorId=5,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,subTotals.perRowLevel,perRowLevel,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,title.fontColor.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,values.fontColorPrimary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,values.fontColorSecondary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,values.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,40814e49acb0638d2425,pivotTable,Style 2,values.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/40814e49acb0638d2425/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,categoryAxis.axisType,axisType,Categorical,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,categoryAxis.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,categoryAxis.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,categoryAxis.labelColor.solid.color,color,#4B4C4A,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,categoryAxis.maxMarginFactor,maxMarginFactor,35,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
