report_path,page_id,visual_id,visual_type,style_variant,property_path,property_name,property_value,value_type,source_file
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,325b62c58eea9e026863,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/325b62c58eea9e026863/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,325b62c58eea9e026863,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/325b62c58eea9e026863/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,325b62c58eea9e026863,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/325b62c58eea9e026863/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,5a82f2f249afa1d5a61b,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/5a82f2f249afa1d5a61b/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,5a82f2f249afa1d5a61b,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/5a82f2f249afa1d5a61b/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,5a82f2f249afa1d5a61b,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/5a82f2f249afa1d5a61b/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,5a82f2f249afa1d5a61b,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/5a82f2f249afa1d5a61b/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,5a82f2f249afa1d5a61b,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/5a82f2f249afa1d5a61b/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,8f9b31d41e09758a6115,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/8f9b31d41e09758a6115/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,8f9b31d41e09758a6115,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/8f9b31d41e09758a6115/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,8f9b31d41e09758a6115,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/8f9b31d41e09758a6115/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,8f9b31d41e09758a6115,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/8f9b31d41e09758a6115/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,8f9b31d41e09758a6115,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/8f9b31d41e09758a6115/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,ace87607236317a3df16,tableEx,Style 4,columnHeaders.alignment,alignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/ace87607236317a3df16/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,ace87607236317a3df16,tableEx,Style 4,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=3,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/ace87607236317a3df16/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,ace87607236317a3df16,tableEx,Style 4,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/ace87607236317a3df16/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,ace87607236317a3df16,tableEx,Style 4,columnHeaders.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/ace87607236317a3df16/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,ace87607236317a3df16,tableEx,Style 4,columnHeaders.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/ace87607236317a3df16/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,ace87607236317a3df16,tableEx,Style 4,total.totals,totals,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/ace87607236317a3df16/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,ace87607236317a3df16,tableEx,Style 4,values.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/ace87607236317a3df16/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,ace87607236317a3df16,tableEx,Style 4,values.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/ace87607236317a3df16/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,afd8c1132f8cb35deed1,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/afd8c1132f8cb35deed1/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,afd8c1132f8cb35deed1,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/afd8c1132f8cb35deed1/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,afd8c1132f8cb35deed1,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/afd8c1132f8cb35deed1/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,afd8c1132f8cb35deed1,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/afd8c1132f8cb35deed1/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,afd8c1132f8cb35deed1,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/afd8c1132f8cb35deed1/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,b2e501df70a0306fc7b7,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/b2e501df70a0306fc7b7/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,b2e501df70a0306fc7b7,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/b2e501df70a0306fc7b7/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,b2e501df70a0306fc7b7,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/b2e501df70a0306fc7b7/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,b2e501df70a0306fc7b7,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/b2e501df70a0306fc7b7/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,b2e501df70a0306fc7b7,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/b2e501df70a0306fc7b7/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d0c30de74198e1e33a8c,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d0c30de74198e1e33a8c/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d0c30de74198e1e33a8c,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d0c30de74198e1e33a8c/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d0c30de74198e1e33a8c,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d0c30de74198e1e33a8c/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d0c30de74198e1e33a8c,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d0c30de74198e1e33a8c/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d0c30de74198e1e33a8c,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d0c30de74198e1e33a8c/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d1974b7453d79b49fc06,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d1974b7453d79b49fc06/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d1974b7453d79b49fc06,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d1974b7453d79b49fc06/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d1974b7453d79b49fc06,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d1974b7453d79b49fc06/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d1974b7453d79b49fc06,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d1974b7453d79b49fc06/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,d1974b7453d79b49fc06,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/d1974b7453d79b49fc06/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,e2fb0f3c9418283ef596,shape,Style 2,fill[id=default].fillColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/e2fb0f3c9418283ef596/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,categoryAxis.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,categoryAxis.fontSize,fontSize,14,integer,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,categoryAxis.innerPadding,innerPadding,15,integer,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,categoryAxis.labelColor.solid.color,color,#4B4C4A,string,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,categoryAxis.maxMarginFactor,maxMarginFactor,35,integer,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,categoryAxis.preferredCategoryWidth,preferredCategoryWidth,40,integer,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,categoryAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,labels.color.solid.color,color,#4B4C4A,string,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,labels.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,labels.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,labels.labelPosition,labelPosition,OutsideEnd,string,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,labels.labelPrecision,labelPrecision,1,integer,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,labels.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,valueAxis.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c5bc9f03e571b9e32b0c,8f6d43c60dc751620de9,clusteredColumnChart,Style 1,valueAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c5bc9f03e571b9e32b0c/visuals/8f6d43c60dc751620de9/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,16f8b3d0be679c92dab6,shape,Style 1,fill.fillColor.solid.color,color,"ThemeDataColor(ColorId=6,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/16f8b3d0be679c92dab6/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,16f8b3d0be679c92dab6,shape,Style 1,fill.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/16f8b3d0be679c92dab6/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,16f8b3d0be679c92dab6,shape,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/16f8b3d0be679c92dab6/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,21870ae241f785380e82,image,Style 1,imageScaling.imageScalingType,imageScalingType,Normal,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/21870ae241f785380e82/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,2e5c011167fbf0d1b008,textbox,Style 2,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/2e5c011167fbf0d1b008/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,2e5c011167fbf0d1b008,textbox,Style 2,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/2e5c011167fbf0d1b008/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,2e5c011167fbf0d1b008,textbox,Style 2,title.fontColor.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/2e5c011167fbf0d1b008/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,2e5c011167fbf0d1b008,textbox,Style 2,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/2e5c011167fbf0d1b008/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,2e5c011167fbf0d1b008,textbox,Style 2,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/2e5c011167fbf0d1b008/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3ddfc666b0a9a9a4f312,card,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3ddfc666b0a9a9a4f312/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3ddfc666b0a9a9a4f312,card,Style 1,categoryLabels.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3ddfc666b0a9a9a4f312/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3ddfc666b0a9a9a4f312,card,Style 1,labels.color.solid.color,color,"ThemeDataColor(ColorId=3,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3ddfc666b0a9a9a4f312/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3ddfc666b0a9a9a4f312,card,Style 1,labels.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3ddfc666b0a9a9a4f312/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3ddfc666b0a9a9a4f312,card,Style 1,labels.fontSize,fontSize,24,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3ddfc666b0a9a9a4f312/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3ddfc666b0a9a9a4f312,card,Style 1,labels.labelDisplayUnits,labelDisplayUnits,1000000,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3ddfc666b0a9a9a4f312/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3ddfc666b0a9a9a4f312,card,Style 1,title.alignment,alignment,center,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3ddfc666b0a9a9a4f312/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3ddfc666b0a9a9a4f312,card,Style 1,title.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3ddfc666b0a9a9a4f312/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3ddfc666b0a9a9a4f312,card,Style 1,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3ddfc666b0a9a9a4f312/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,categoryAxis.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,categoryAxis.fontSize,fontSize,11,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,categoryAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,labels.color.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,labels.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,labels.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,"labels[data=[{'scopeId': {'Comparison': {'ComparisonKind': 0, 'Left': {'Column': {'Expression': {'SourceRef': {'Entity': 'AP Checks'}}, 'Property': 'Account Lvl1'}}, 'Right': {'Literal': {'Value': ""'Non-Expense'""}}}}}]].labelDisplayUnits",labelDisplayUnits,1000,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,labels.labelPosition,labelPosition,Under,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,labels.labelPrecision,labelPrecision,1,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,labels.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,legend.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,legend.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,legend.position,position,TopCenter,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,legend.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,legend.showTitle,showTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,valueAxis.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,3e50486e0c488a40e894,clusteredColumnChart,Style 2,valueAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/3e50486e0c488a40e894/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,columnHeaders.alignment,alignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=2,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
